label;text
fear;felt physic fear call wai todai bu sit first seat turn driver didn t see tram make dash toward come side wa whose driver intend cross yellow light
anger;unjust precis bureaucrat treatment on s person
sadness;on alon know other celebr
disgust;sight insect black beetl
shame;not fulfil oblig person respect
guilt;someth unpleas happen friend rel bottom it
joy;sens feel understood admit univers home atmospher still though full suspens tri differ thing telephon rang and ye cours situat felt similar feel unmind them
fear;feel sens quit recent arisen terrif thought might lose man love
anger;anger felt boyfriend told didn t mind break me i e take road moment deliber restrict date motiv brought knowledg later
sadness;sometim i m alon seiz feel alwai help come round time judg worth veri often feel caus peopl friend love respect
disgust;feel spring sometim meal cater establish result either look food watch wai peopl eat
shame;happen not prepar given subject
guilt;quit unconsci offend girlfriend mine realli worthi pass fact silenc act so believ right fact often happen feel guilt alreadi done deed
joy;admit univers
fear;tonsil out make mind almost year afraid two hour hospit room wait call oper felt real fear pain go me unknown
anger;convers boyfriend express definit quit pretenti opinion took attitud toward theori never known inform fortuit sourc
sadness;summer heavi rain storm stand face stick window childhood someth go awai forev summer leav home go studi anoth town first time leav parent friend manag myself long love period life cry
disgust;saw street man spit
shame;talk man stammer without control myself start talk imit him
guilt;alwai happen often not keep word
joy;understood admit univers
fear;felt feel on dai landlord s cat crept bed couldn t cope hour half
anger;feel feel fill questionnair form
sadness;man love decid leav forev
disgust;felt feel person believ respect li me
shame;feel shame sometim unconsci behav uneth without understand problem man love
guilt;offend somebodi unfairli
joy;quarrel follow decis leav person close me sever dai later regret great besid myself quit unexpectedli came conflict calmli solv glad possibl him
fear;on even watch new tv talk danger war suddenli imagin might mean me friend peopl close me felt veri near possibl event
anger;unfair unjust attitud toward person close me wit of caus anger me
sadness;thought i ll never sit school desk again caus deep grief end eleventh form
disgust;felt disgust person whose behaviour elementari human norm
shame;not punch ticket bu card ticket collector came turn forgotten it shame felt great though not done purpos
guilt;moment affect offend person veri close me given ground trifl comparison wai insult him moment later felt sens guilt
joy;understood admit sofia univers
fear;broke knee ski yastrebetz race track bulgarian winter resort
anger;doctor belogradchik town determin wrong diagnosi son month later complex examin isul medic institut sofia diagnosi categor reject
sadness;son live parent countri feel feel alwai leav sofia last time quit strong
disgust;colleagu mine ask lectur put higher mark order keep good mard thu continu get scholarship excel grade
shame;felt feel exam higher mathemat
guilt;son drank four pill diazepam everi two hour instead amidophen
joy;sportwoman well felt joi year practic contest cover norm master sport
fear;felt fear onc car travel direct toward precipic along road
anger;see peopl around pass certain unjustic indiffer cowardic
sadness;left man realli believ
disgust;disgust drunk peopl
shame;try lie
guilt;possibl act certain activ better not done reluct careless
joy;admit univers
fear;broke leg felt fear
anger;someon li me
sadness;unjust insult injur
disgust;cigarett smoke usual feel disgust restaur
shame;promis someth don t fulfil it
guilt;don t fulfil oblig
joy;affair girl love settl posit
fear;dam lake water let flow water plant two boi near water pit rescu thank flipper tyre us
anger;quit recent footbal match nation team bulgaria franc felt strong anger scottish refere ran match quit partial
sadness;alon listen song like veri much listen togeth friend
disgust;strike act ingratitud public vehicl
shame;counterfeit mark school regist lesson gymnast felt feel two dai later stood face face teacher highli appreci respect
guilt;fit temper told thing unjust greatli hurt mother though didn t show it
joy;pass successfulli preliminari exam particip children assembl
fear;alon room board hous o clock someon knock violent door
anger;friend mine promis come cinema didn t come
sadness;felt sad rememb former boyfriend got separ year ago compar present on thing not much success
disgust;recent tram man ran finger girlfriend me
shame;prepar report couldn t write it read book off hand quit uneasi felt didn t manag
guilt;father got slight heart attack telephon call mine
joy;bulgaria footbal match franc
fear;go knock pedestrian car
anger;neglect undeservedli
sadness;grandmoth di
disgust;man unfair girlfriend mine
shame;didn t offer seat pregnant woman bu
guilt;didn t attend lectur
joy;felt joi two twin sister born
fear;night wife given birth twin felt fear hospit yard fear everyth go order
anger;month ago region council refus pai wife due matern benefit bureaucrat reason
sadness;month ago wife gave birth twin sister idea look babi felt quit oppress fact couldn t help caus grief me
disgust;feel disgust peopl see capabl of includ lack digniti try find seat tram
shame;dai ago car accid quit slight fault felt strong shame spirit good driver
guilt;dai ago slight car accid fault
joy;period pregnant gave birth son sai happiest month life
fear;fear loss close friend result behavior
anger;encount not father s lack understand also unwilling understand parent far thing not he prove right concern
sadness;fact husband not good term
disgust;disgust quarrel two marri peopl children involv accus on parent
shame;don t succe fulfil promis
guilt;not abl fulfil request son can t take ride byke tire
joy;felt joi saw daughter separ twenti dai
fear;felt fear sat on exam though fear not quit justifi still rememb it
anger;thought good friend tri lie sever time last time height impud promis would come home didn t felt sens anger insult
fear;fear lack person power
anger;undeserv attitud toward man human person not treat decent
sadness;irrevoc loss with respect human relat
disgust;unworthi behaviour man petti stupid mostli philistin
shame;weak part
guilt;don t justifi confid peopl respect
joy;admit univers
fear;conflict parent possibl interrupt studi
